mu.1.1.1.s,261.0
mu.1.1.1.e,271.5
mu.1.1.2.s,273.0
mu.1.1.2.e,284.5
mu.1.1.2.s,285.0
mu.1.1.2.e,295.5
mu.1.2.1.s,333.0
mu.1.2.1.e,343.5
mu.1.2.2.s,345.0
mu.1.2.2.e,356.5
mu.1.2.2.s,357.0
mu.1.2.2.e,367.5
mu.2.1.1.s,368.5
mu.2.1.1.e,379.5
mu.2.1.2.s,380.5
mu.2.1.2.e,386.5
mu.2.1.2.s,388.5
mu.2.1.2.e,394.5
mu.2.2.1.s,424.5
mu.2.2.1.e,435.5
mu.2.2.2.s,436.5
mu.2.2.2.e,442.5
mu.2.2.2.s,444.5
mu.2.2.2.e,450.5
mu.2.3.1.s,480.5
mu.2.3.1.e,491.5
mu.2.3.2.s,492.5
mu.2.3.2.e,498.5
mu.2.3.2.s,500.5
mu.2.3.2.e,506.5
mu.2.4.1.s,508.0
mu.2.4.1.e,514.5
mu.2.4.2.s,516.5
mu.2.4.2.e,522.5
mu.2.5.1.s,540.0
mu.2.5.1.e,546.5
mu.2.5.2.s,548.5
mu.2.5.2.e,554.5
mu.2.6.1.s,572.0
mu.2.6.1.e,578.5
mu.2.6.2.s,580.5
mu.2.6.2.e,586.5
mu.2.7.1.s,588.5
mu.2.7.1.e,599.5
mu.2.7.2.s,600.5
mu.2.7.2.e,606.5
mu.2.7.2.s,608.5
mu.2.7.2.e,614.5
mu.2.8.1.s,644.5
mu.2.8.1.e,655.5
mu.2.8.2.s,656.5
mu.2.8.2.e,662.5
mu.2.8.2.s,664.5
mu.2.8.2.e,670.5
mu.2.9.1.s,700.5
mu.2.9.1.e,711.5
mu.2.9.2.s,712.5
mu.2.9.2.e,718.5
mu.2.9.2.s,720.5
mu.2.9.2.e,726.5
mu.2.10.1.s,728.0
mu.2.10.1.e,734.5
mu.2.10.2.s,736.5
mu.2.10.2.e,742.5
mu.2.11.1.s,760.0
mu.2.11.1.e,766.5
mu.2.11.2.s,768.5
mu.2.11.2.e,774.5
mu.2.12.1.s,792.0
mu.2.12.1.e,798.5
mu.2.12.2.s,800.5
mu.2.12.2.e,806.5
mu.2.13.1.s,808.5
mu.2.13.1.e,819.5
mu.2.13.2.s,820.5
mu.2.13.2.e,826.5
mu.2.13.2.s,828.5
mu.2.13.2.e,834.5
mu.2.14.1.s,864.5
mu.2.14.1.e,875.5
mu.2.14.2.s,876.5
mu.2.14.2.e,882.5
mu.2.14.2.s,884.5
mu.2.14.2.e,890.5
mu.2.15.1.s,920.5
mu.2.15.1.e,931.5
mu.2.15.2.s,932.5
mu.2.15.2.e,938.5
mu.2.15.2.s,940.5
mu.2.15.3.e,946.5
mu.2.16.1.s,948.0
mu.2.16.1.e,954.5
mu.2.16.2.s,956.5
mu.2.16.2.e,962.5
mu.2.17.1.s,980.5
mu.2.17.1.e,986.5
mu.2.17.2.s,988.5
mu.2.17.2.e,994.5
mu.2.18.1.s,1012.0
mu.2.18.1.e,1018.5
mu.2.18.2.s,1020.5
mu.2.18.2.e,1026.5
mu.2.19.1.s,1028.5
mu.2.19.1.e,1039.5
mu.2.19.2.s,1040.5
mu.2.19.2.e,1046.5
mu.2.19.2.s,1048.5
mu.2.19.2.e,1054.5
mu.2.20.1.s,1084.5
mu.2.20.1.e,1095.5
mu.2.20.2.s,1096.5
mu.2.20.2.e,1102.5
mu.2.20.2.s,1104.5
mu.2.20.2.e,1110.5
mu.2.21.1.s,1140.5
mu.2.21.1.e,1151.5
mu.2.21.2.s,1152.5
mu.2.21.2.e,1158.5
mu.2.21.2.s,1160.5
mu.2.21.2.e,1166.5
mu.3.1.1.s,1168.5
mu.3.1.1.e,1179.5
mu.3.1.2.s,1180.5
mu.3.1.2.e,1191.5
mu.3.1.2.s,1192.5
mu.3.1.2.e,1202.5
mu.3.2.1.s,1240.5
mu.3.2.1.e,1251.5
mu.3.2.2.s,1252.5
mu.3.2.2.e,1263.5
mu.3.2.2.s,1264.5
mu.3.2.2.e,1274.5
mu.3.3.1.s,1312.5
mu.3.3.1.e,1323.5
mu.3.3.2.s,1324.5
mu.3.3.2.e,1335.5
mu.3.4.1.s,1336.5
mu.3.4.1.e,1347.5
mu.3.4.1.s,1360.5
mu.3.4.1.e,1370.5
mu.3.5.1.s,1372.5
mu.3.5.1.e,1383.5
mu.3.5.2.s,1384.5
mu.3.5.2.e,1395.5
mu.3.5.2.s,1396.5
mu.3.5.2.e,1406.5
mu.4.1.1.s,1408.5
mu.4.1.1.e,1410.5
mu.4.1.2.s,1411.5
mu.4.1.2.e,1419.5
mu.4.1.3.s,1420.5
mu.4.1.3.e,1422.5
mu.4.1.4.s,1423.5
mu.4.1.4.e,1431.5
mu.4.1.3.s,1432.5
mu.4.1.3.e,1434.5
mu.4.1.4.s,1435.5
mu.4.1.4.e,1442.5
mu.4.2.1.s,1481.5
mu.4.2.1.e,1482.5
mu.4.2.2.s,1484.5
mu.4.2.2.e,1491.5
mu.4.2.3.s,1493.5
mu.4.2.3.e,1494.5
mu.4.2.4.s,1496.5
mu.4.2.4.e,1503.5
mu.4.2.3.s,1505.5
mu.4.2.3.e,1506.5
mu.4.2.4.s,1508.5
mu.4.2.4.e,1514.5
mu.4.3.1.s,1553.5
mu.4.3.1.e,1554.5
mu.4.3.2.s,1556.5
mu.4.3.2.e,1563.5
mu.4.3.3.s,1565.5
mu.4.3.3.e,1566.5
mu.4.3.4.s,1568.5
mu.4.3.4.e,1575.5
mu.4.4.1.s,1577.5
mu.4.4.1.e,1578.5
mu.4.4.2.s,1580.5
mu.4.4.2.e,1587.5
mu.4.4.3.s,1601.5
mu.4.4.3.e,1602.5
mu.4.4.4.s,1604.5
mu.4.4.4.e,1610.5
mu.4.5.1.s,1613.5
mu.4.5.1.e,1614.5
mu.4.5.2.s,1616.5
mu.4.5.2.e,1623.5
mu.4.5.3.s,1625.5
mu.4.5.3.e,1626.5
mu.4.5.4.s,1628.5
mu.4.5.4.e,1635.5
mu.4.5.3.s,1637.5
mu.4.5.3.e,1638.5
mu.4.5.4.s,1640.5
mu.4.5.4.e,1646.5
ma.1.1.1.s,1652.5
ma.1.1.1.e,1653.5
in.1.1.1.s,1656.5
in.1.1.1.e,1663.5
in.1.1.1.s,1664.5
in.1.1.1.e,1671.5
in.1.1.2.s,1672.5
in.1.1.2.e,1679.5
in.1.2.1.s,1704.5
in.1.2.1.e,1711.5
in.1.2.1.s,1712.5
in.1.2.1.e,1719.5
in.1.2.2.s,1720.5
in.1.2.2.e,1727.5
in.1.3.1.s,1752.5
in.1.3.1.e,1759.5
in.1.3.1.s,1760.5
in.1.3.1.e,1767.5
in.1.3.2.s,1768.5
in.1.3.2.e,1775.5
in.1.4.1.s,1776.5
in.1.4.1.e,1783.5
in.1.4.2.s,1792.5
in.1.4.2.e,1799.5
in.1.5.1.s,1800.5
in.1.5.1.e,1807.5
in.1.5.1.s,1808.5
in.1.5.1.e,1815.5
in.1.5.2.s,1816.5
in.1.5.2.e,1823.5
in.2.1.1.s,1824.5
in.2.1.1.e,1834.5
in.2.1.2.s,1835.5
in.2.1.2.e,1839.5
in.2.1.3.s,1840.5
in.2.1.3.e,1850.5
in.2.1.4.s,1851.5
in.2.1.4.e,1855.5
in.2.1.3.s,1856.5
in.2.1.3.e,1866.5
in.2.1.4.s,1867.5
in.2.1.4.e,1871.5
in.2.2.1.s,1920.5
in.2.2.1.e,1930.5
in.2.2.2.s,1931.5
in.2.2.2.e,1935.5
in.2.2.3.s,1936.5
in.2.2.3.e,1946.5
in.2.2.4.s,1947.5
in.2.2.4.e,1951.5
in.2.2.3.s,1952.5
in.2.2.3.e,1962.5
in.2.2.4.s,1963.5
in.2.2.4.e,1967.5
in.2.3.1.s,2016.5
in.2.3.1.e,2026.5
in.2.3.2.s,2027.5
in.2.3.2.e,2031.5
in.2.3.3.s,2032.5
in.2.3.3.e,2042.5
in.2.3.4.s,2043.5
in.2.3.4.e,2047.5
in.2.4.1.s,2048.5
in.2.4.1.e,2058.5
in.2.4.2.s,2059.5
in.2.4.2.e,2063.5
in.2.4.3.s,2080.5
in.2.4.3.e,2090.5
in.2.4.4.s,2091.5
in.2.4.4.e,2095.5
in.2.5.1.s,2096.5
in.2.5.1.e,2106.5
in.2.5.2.s,2107.5
in.2.5.2.e,2111.5
in.2.5.3.s,2112.5
in.2.5.3.e,2122.5
in.2.5.4.s,2123.5
in.2.5.4.e,2127.5
in.2.5.3.s,2128.5
in.2.5.3.e,2138.5
in.2.5.4.s,2139.5
in.2.5.4.e,2143.5
in.3.1.1.s,2384.5
in.3.1.1.e,2391.5
in.3.1.2.s,2393.0
in.3.1.2.e,2396.5
in.3.1.3.s,2397.0
in.3.1.3.e,2402.5
in.3.2.1.s,2424.5
in.3.2.1.e,2431.5
in.3.2.2.s,2433.0
in.3.2.2.e,2436.5
in.3.2.3.s,2437.0
in.3.2.3.e,2442.5
in.3.3.1.s,2464.5
in.3.3.1.e,2471.5
in.3.3.2.s,2473.0
in.3.3.2.e,2476.5
in.3.3.3.s,2477.0
in.3.3.3.e,2482.5
in.3.4.1.s,2484.5
in.3.4.1.e,2498.5
in.3.4.2.s,2501.0
in.3.4.2.e,2515.5
in.3.5.1.s,2516.5
in.3.5.1.e,2519.5
in.3.5.2.s,2521.0
in.3.5.2.e,2523.5
in.3.5.3.s,2525.0
in.3.5.3.e,2528.5
in.3.5.4.s,2529.0
in.3.5.4.e,2534.5
in.4.1.1.s,2536.5
in.4.1.1.e,2540.5
in.4.1.2.s,2541.0
in.4.1.2.e,2544.0
in.4.1.3.s,2544.5
in.4.1.3.e,2552.5
in.4.1.4.s,2554.0
in.4.1.4.e,2560.5
in.4.2.1.s,2585.0
in.4.2.1.e,2587.5
in.4.2.2.s,2589.0
in.4.2.2.e,2592.0
in.4.2.3.s,2592.5
in.4.2.3.e,2600.5
in.4.2.4.s,2602.0
in.4.2.4.e,2608.5
in.4.3.1.s,2633.0
in.4.3.1.e,2635.5
in.4.3.2.s,2637.0
in.4.3.2.e,2640.5
in.4.3.3.s,2641.25
in.4.3.3.e,2648.5
in.4.3.4.s,2650.0
in.4.3.4.e,2656.5
in.4.4.1.s,2657.25
in.4.4.1.e,2664.5
in.4.4.2.s,2673.25
in.4.4.2.e,2680.5
in.4.5.1.s,2681.0
in.4.5.1.e,2684.0
in.4.5.2.s,2684.5
in.4.5.2.e,2688.5
in.4.5.3.s,2689.25
in.4.5.3.e,2696.5
in.4.5.4.s,2698.0
in.4.5.4.e,2704.5
in.5.1.1.s,2705.0
in.5.1.1.e,2708.5
in.5.1.2.s,2709.0
in.5.1.2.e,2712.5
in.5.1.3.s,2713.0
in.5.1.3.e,2718.5
in.5.1.4.s,2721.0
in.5.1.4.e,2727.5
in.5.2.1.s,2753.0
in.5.2.1.e,2756.5
in.5.2.2.s,2757.0
in.5.2.2.e,2760.5
in.5.2.3.s,2761.0
in.5.2.3.e,2766.5
in.5.2.4.s,2769.0
in.5.2.4.e,2775.5
in.5.3.1.s,2801.0
in.5.3.1.e,2804.5
in.5.3.2.s,2805.0
in.5.3.2.e,2808.5
in.5.3.3.s,2809.0
in.5.3.3.e,2812.5
in.5.3.4.s,2813.0
in.5.3.4.e,2823.5
in.5.4.1.s,2825.0
in.5.4.1.e,2827.5
in.5.4.2.s,2829.0
in.5.4.2.e,2832.5
in.5.4.3.s,2841.0
in.5.4.3.e,2843.5
in.5.4.4.s,2845.0
in.5.4.4.e,2847.5
